uniq,kingdom,phylum
uniq51783,Eukaryota,Eukaryota
uniq51745,Eukaryota,Eukaryota
uniq51794,Eukaryota,Mollusca
uniq51844,Eukaryota,Eukaryota
uniq51841,Eukaryota,Eukaryota
uniq51862,Eukaryota,Chlorophyta
uniq51859,Eukaryota,Arthropoda
uniq51847,Eukaryota,Eukaryota
uniq51878,Eukaryota,Eukaryota
uniq51871,Eukaryota,Arthropoda
uniq51875,Eukaryota,Mollusca
uniq51907,Eukaryota,Eukaryota
uniq51925,Eukaryota,Eukaryota
uniq51918,Eukaryota,Eukaryota
uniq51923,Eukaryota,Eukaryota
uniq51924,Eukaryota,Arthropoda
uniq51948,Eukaryota,Eukaryota
uniq51977,Eukaryota,Eukaryota
uniq51971,Eukaryota,Eukaryota
uniq51979,Eukaryota,Eukaryota
uniq51957,Eukaryota,Bacillariophyta
uniq51989,Eukaryota,Eukaryota
uniq51983,Eukaryota,Eukaryota
uniq51992,Eukaryota,Eukaryota
uniq52034,Eukaryota,Eukaryota
uniq52038,Eukaryota,Arthropoda
uniq52060,Eukaryota,Arthropoda
uniq52085,Eukaryota,Eukaryota
uniq52101,Eukaryota,Eukaryota
uniq52109,Eukaryota,Eukaryota
uniq52166,Eukaryota,Eukaryota
uniq52187,Eukaryota,Eukaryota
uniq52168,Eukaryota,Eukaryota
uniq52185,Eukaryota,Eukaryota
uniq52197,Eukaryota,Eukaryota
uniq52188,Eukaryota,Eukaryota
uniq52271,Eukaryota,Eukaryota
uniq52241,Eukaryota,Eukaryota
uniq52255,Eukaryota,Eukaryota
uniq52249,Eukaryota,Mollusca
uniq52270,Eukaryota,Eukaryota
uniq52276,Eukaryota,Mollusca
uniq52289,Eukaryota,Eukaryota
uniq52294,Eukaryota,Eukaryota
uniq52304,Eukaryota,Eukaryota
uniq52315,Eukaryota,Eukaryota
uniq52305,Eukaryota,Eukaryota
uniq52310,Eukaryota,Arthropoda
uniq52319,Eukaryota,Eukaryota
uniq52318,Eukaryota,Eukaryota
uniq52378,Eukaryota,Eukaryota
uniq52329,Eukaryota,Arthropoda
uniq52393,Eukaryota,Eukaryota
uniq52382,Eukaryota,Eukaryota
uniq52396,Eukaryota,Eukaryota
uniq52403,Eukaryota,Eukaryota
uniq52424,Eukaryota,Eukaryota
uniq52439,Eukaryota,Rhodophyta
uniq52427,Eukaryota,Eukaryota
uniq52474,Eukaryota,Eukaryota
uniq52483,Eukaryota,Eukaryota
uniq52490,Eukaryota,Eukaryota
uniq52501,Eukaryota,Eukaryota
uniq52536,Eukaryota,Eukaryota
uniq52534,Eukaryota,Mollusca
uniq52538,Eukaryota,Eukaryota
uniq52559,Eukaryota,Eukaryota
uniq52540,Eukaryota,Eukaryota
uniq52573,Eukaryota,Eukaryota
uniq52581,Eukaryota,Eukaryota
uniq52585,Eukaryota,Eukaryota
uniq52620,Eukaryota,Eukaryota
uniq52618,Eukaryota,Eukaryota
uniq52626,Eukaryota,Eukaryota
uniq52648,Eukaryota,Eukaryota
uniq52629,Eukaryota,Mollusca
uniq52639,Eukaryota,Eukaryota
uniq52654,Eukaryota,Eukaryota
uniq52653,Eukaryota,Eukaryota
uniq52662,Eukaryota,Eukaryota
uniq52713,Eukaryota,Hemichordata
uniq52701,Eukaryota,Eukaryota
uniq52702,Eukaryota,Eukaryota
uniq52741,Eukaryota,Eukaryota
uniq52736,Eukaryota,Bacillariophyta
uniq52814,Eukaryota,Eukaryota
uniq52823,Eukaryota,Eukaryota
uniq7,non-Eukaryote,non-Eukaryote
uniq21,non-Eukaryote,non-Eukaryote
uniq17,non-Eukaryote,non-Eukaryote
uniq33,non-Eukaryote,non-Eukaryote
uniq38,non-Eukaryote,non-Eukaryote
uniq49,non-Eukaryote,non-Eukaryote
uniq58,non-Eukaryote,non-Eukaryote
uniq45,non-Eukaryote,non-Eukaryote
uniq48,non-Eukaryote,non-Eukaryote
uniq53,non-Eukaryote,non-Eukaryote
uniq87,non-Eukaryote,non-Eukaryote
uniq116,non-Eukaryote,non-Eukaryote
uniq70,non-Eukaryote,non-Eukaryote
uniq72,non-Eukaryote,non-Eukaryote
uniq110,non-Eukaryote,non-Eukaryote
uniq73,non-Eukaryote,non-Eukaryote
uniq78,non-Eukaryote,non-Eukaryote
uniq81,non-Eukaryote,non-Eukaryote
uniq82,non-Eukaryote,non-Eukaryote
uniq178,non-Eukaryote,non-Eukaryote
uniq91,non-Eukaryote,non-Eukaryote
uniq105,non-Eukaryote,non-Eukaryote
uniq97,non-Eukaryote,non-Eukaryote
uniq112,non-Eukaryote,non-Eukaryote
uniq186,non-Eukaryote,non-Eukaryote
uniq165,non-Eukaryote,non-Eukaryote
uniq264,non-Eukaryote,non-Eukaryote
uniq121,non-Eukaryote,non-Eukaryote
uniq126,non-Eukaryote,non-Eukaryote
uniq130,non-Eukaryote,non-Eukaryote
uniq166,non-Eukaryote,non-Eukaryote
uniq276,non-Eukaryote,non-Eukaryote
uniq168,non-Eukaryote,non-Eukaryote
uniq143,non-Eukaryote,non-Eukaryote
uniq148,non-Eukaryote,non-Eukaryote
uniq150,non-Eukaryote,non-Eukaryote
uniq260,non-Eukaryote,non-Eukaryote
uniq180,non-Eukaryote,non-Eukaryote
uniq205,non-Eukaryote,non-Eukaryote
uniq340,non-Eukaryote,non-Eukaryote
uniq219,non-Eukaryote,non-Eukaryote
uniq175,non-Eukaryote,non-Eukaryote
uniq176,non-Eukaryote,non-Eukaryote
uniq319,non-Eukaryote,non-Eukaryote
uniq184,non-Eukaryote,non-Eukaryote
uniq580,non-Eukaryote,non-Eukaryote
uniq232,non-Eukaryote,non-Eukaryote
uniq194,non-Eukaryote,non-Eukaryote
uniq200,non-Eukaryote,non-Eukaryote
uniq541,non-Eukaryote,non-Eukaryote
uniq587,non-Eukaryote,non-Eukaryote
uniq387,non-Eukaryote,non-Eukaryote
uniq221,non-Eukaryote,non-Eukaryote
uniq225,non-Eukaryote,non-Eukaryote
uniq237,non-Eukaryote,non-Eukaryote
uniq246,non-Eukaryote,non-Eukaryote
uniq320,non-Eukaryote,non-Eukaryote
uniq259,non-Eukaryote,non-Eukaryote
uniq467,non-Eukaryote,non-Eukaryote
uniq262,non-Eukaryote,non-Eukaryote
uniq267,non-Eukaryote,non-Eukaryote
uniq489,non-Eukaryote,non-Eukaryote
uniq384,non-Eukaryote,non-Eukaryote
uniq575,non-Eukaryote,non-Eukaryote
uniq348,non-Eukaryote,non-Eukaryote
uniq1294,non-Eukaryote,non-Eukaryote
uniq487,non-Eukaryote,non-Eukaryote
uniq311,non-Eukaryote,non-Eukaryote
uniq378,non-Eukaryote,non-Eukaryote
uniq321,non-Eukaryote,non-Eukaryote
uniq335,non-Eukaryote,non-Eukaryote
uniq637,non-Eukaryote,non-Eukaryote
uniq658,non-Eukaryote,non-Eukaryote
uniq1008,non-Eukaryote,non-Eukaryote
uniq352,non-Eukaryote,non-Eukaryote
uniq358,non-Eukaryote,non-Eukaryote
uniq355,non-Eukaryote,non-Eukaryote
uniq360,non-Eukaryote,non-Eukaryote
uniq359,non-Eukaryote,non-Eukaryote
uniq361,non-Eukaryote,non-Eukaryote
uniq1286,non-Eukaryote,non-Eukaryote
uniq618,non-Eukaryote,non-Eukaryote
uniq531,non-Eukaryote,non-Eukaryote
uniq702,non-Eukaryote,non-Eukaryote
uniq374,non-Eukaryote,non-Eukaryote
uniq379,non-Eukaryote,non-Eukaryote
uniq904,non-Eukaryote,non-Eukaryote
uniq383,non-Eukaryote,non-Eukaryote
uniq848,non-Eukaryote,non-Eukaryote
uniq390,non-Eukaryote,non-Eukaryote
uniq403,non-Eukaryote,non-Eukaryote
uniq566,non-Eukaryote,non-Eukaryote
uniq604,non-Eukaryote,non-Eukaryote
uniq405,non-Eukaryote,non-Eukaryote
uniq1399,non-Eukaryote,non-Eukaryote
uniq585,non-Eukaryote,non-Eukaryote
uniq515,non-Eukaryote,non-Eukaryote
uniq418,non-Eukaryote,non-Eukaryote
uniq964,non-Eukaryote,non-Eukaryote
uniq429,non-Eukaryote,non-Eukaryote
uniq450,non-Eukaryote,non-Eukaryote
uniq687,non-Eukaryote,non-Eukaryote
uniq685,non-Eukaryote,non-Eukaryote
uniq1366,non-Eukaryote,non-Eukaryote
uniq477,non-Eukaryote,non-Eukaryote
uniq480,non-Eukaryote,non-Eukaryote
uniq697,non-Eukaryote,non-Eukaryote
uniq1015,non-Eukaryote,non-Eukaryote
uniq504,non-Eukaryote,non-Eukaryote
uniq501,non-Eukaryote,non-Eukaryote
uniq1683,non-Eukaryote,non-Eukaryote
uniq1206,non-Eukaryote,non-Eukaryote
uniq520,non-Eukaryote,non-Eukaryote
uniq519,non-Eukaryote,non-Eukaryote
uniq534,non-Eukaryote,non-Eukaryote
uniq538,non-Eukaryote,non-Eukaryote
uniq551,non-Eukaryote,non-Eukaryote
uniq556,non-Eukaryote,non-Eukaryote
uniq2755,non-Eukaryote,non-Eukaryote
uniq745,non-Eukaryote,non-Eukaryote
uniq582,non-Eukaryote,non-Eukaryote
uniq1549,non-Eukaryote,non-Eukaryote
uniq1483,non-Eukaryote,non-Eukaryote
uniq583,non-Eukaryote,non-Eukaryote
uniq832,non-Eukaryote,non-Eukaryote
uniq1405,non-Eukaryote,non-Eukaryote
uniq595,non-Eukaryote,non-Eukaryote
uniq592,non-Eukaryote,non-Eukaryote
uniq861,non-Eukaryote,non-Eukaryote
uniq607,non-Eukaryote,non-Eukaryote
uniq609,non-Eukaryote,non-Eukaryote
uniq833,non-Eukaryote,non-Eukaryote
uniq766,non-Eukaryote,non-Eukaryote
uniq946,non-Eukaryote,non-Eukaryote
uniq656,non-Eukaryote,non-Eukaryote
uniq659,non-Eukaryote,non-Eukaryote
uniq1535,non-Eukaryote,non-Eukaryote
uniq680,non-Eukaryote,non-Eukaryote
uniq690,non-Eukaryote,non-Eukaryote
uniq691,non-Eukaryote,non-Eukaryote
uniq1006,non-Eukaryote,non-Eukaryote
uniq704,non-Eukaryote,non-Eukaryote
uniq1781,non-Eukaryote,non-Eukaryote
uniq709,non-Eukaryote,non-Eukaryote
uniq718,non-Eukaryote,non-Eukaryote
uniq719,non-Eukaryote,non-Eukaryote
uniq908,non-Eukaryote,non-Eukaryote
uniq728,non-Eukaryote,non-Eukaryote
uniq726,non-Eukaryote,non-Eukaryote
uniq733,non-Eukaryote,non-Eukaryote
uniq738,non-Eukaryote,non-Eukaryote
uniq740,non-Eukaryote,non-Eukaryote
uniq968,non-Eukaryote,non-Eukaryote
uniq744,non-Eukaryote,non-Eukaryote
uniq757,non-Eukaryote,non-Eukaryote
uniq762,non-Eukaryote,non-Eukaryote
uniq768,non-Eukaryote,non-Eukaryote
uniq798,non-Eukaryote,non-Eukaryote
uniq812,non-Eukaryote,non-Eukaryote
uniq814,non-Eukaryote,non-Eukaryote
uniq2590,non-Eukaryote,non-Eukaryote
uniq847,non-Eukaryote,non-Eukaryote
uniq1197,non-Eukaryote,non-Eukaryote
uniq1178,non-Eukaryote,non-Eukaryote
uniq1419,non-Eukaryote,non-Eukaryote
uniq863,non-Eukaryote,non-Eukaryote
uniq878,non-Eukaryote,non-Eukaryote
uniq1411,non-Eukaryote,non-Eukaryote
uniq1416,non-Eukaryote,non-Eukaryote
uniq906,non-Eukaryote,non-Eukaryote
uniq897,non-Eukaryote,non-Eukaryote
uniq884,non-Eukaryote,non-Eukaryote
uniq922,non-Eukaryote,non-Eukaryote
uniq948,non-Eukaryote,non-Eukaryote
uniq1235,non-Eukaryote,non-Eukaryote
uniq954,non-Eukaryote,non-Eukaryote
uniq949,non-Eukaryote,non-Eukaryote
uniq1978,non-Eukaryote,non-Eukaryote
uniq1700,non-Eukaryote,non-Eukaryote
uniq1232,non-Eukaryote,non-Eukaryote
uniq967,non-Eukaryote,non-Eukaryote
uniq2575,non-Eukaryote,non-Eukaryote
uniq998,non-Eukaryote,non-Eukaryote
uniq1001,non-Eukaryote,non-Eukaryote
uniq1005,non-Eukaryote,non-Eukaryote
uniq1372,non-Eukaryote,non-Eukaryote
uniq1010,non-Eukaryote,non-Eukaryote
uniq2115,non-Eukaryote,non-Eukaryote
uniq1039,non-Eukaryote,non-Eukaryote
uniq1041,non-Eukaryote,non-Eukaryote
uniq1046,non-Eukaryote,non-Eukaryote
uniq1706,non-Eukaryote,non-Eukaryote
uniq1061,non-Eukaryote,non-Eukaryote
uniq1068,non-Eukaryote,non-Eukaryote
uniq2045,non-Eukaryote,non-Eukaryote
uniq2528,non-Eukaryote,non-Eukaryote
uniq1075,non-Eukaryote,non-Eukaryote
uniq1094,non-Eukaryote,non-Eukaryote
uniq1100,non-Eukaryote,non-Eukaryote
uniq1379,non-Eukaryote,non-Eukaryote
uniq1679,non-Eukaryote,non-Eukaryote
uniq1114,non-Eukaryote,non-Eukaryote
uniq2295,non-Eukaryote,non-Eukaryote
uniq1129,non-Eukaryote,non-Eukaryote
uniq1130,non-Eukaryote,non-Eukaryote
uniq2921,non-Eukaryote,non-Eukaryote
uniq1156,non-Eukaryote,non-Eukaryote
uniq1152,non-Eukaryote,non-Eukaryote
uniq1186,non-Eukaryote,non-Eukaryote
uniq1195,non-Eukaryote,non-Eukaryote
uniq1734,non-Eukaryote,non-Eukaryote
uniq1799,non-Eukaryote,non-Eukaryote
uniq1200,non-Eukaryote,non-Eukaryote
uniq2193,non-Eukaryote,non-Eukaryote
uniq2559,non-Eukaryote,non-Eukaryote
uniq1511,non-Eukaryote,non-Eukaryote
uniq1218,non-Eukaryote,non-Eukaryote
uniq2693,non-Eukaryote,non-Eukaryote
uniq1229,non-Eukaryote,non-Eukaryote
uniq1254,non-Eukaryote,non-Eukaryote
uniq1255,non-Eukaryote,non-Eukaryote
uniq1808,non-Eukaryote,non-Eukaryote
uniq2021,non-Eukaryote,non-Eukaryote
uniq2085,non-Eukaryote,non-Eukaryote
uniq2278,non-Eukaryote,non-Eukaryote
uniq1290,non-Eukaryote,non-Eukaryote
uniq5420,non-Eukaryote,non-Eukaryote
uniq1508,non-Eukaryote,non-Eukaryote
uniq1316,non-Eukaryote,non-Eukaryote
uniq1322,non-Eukaryote,non-Eukaryote
uniq2207,non-Eukaryote,non-Eukaryote
uniq1329,non-Eukaryote,non-Eukaryote
uniq1347,non-Eukaryote,non-Eukaryote
uniq1357,non-Eukaryote,non-Eukaryote
uniq1364,non-Eukaryote,non-Eukaryote
uniq3153,non-Eukaryote,non-Eukaryote
uniq1705,non-Eukaryote,non-Eukaryote
uniq1410,non-Eukaryote,non-Eukaryote
uniq1415,non-Eukaryote,non-Eukaryote
uniq2957,non-Eukaryote,non-Eukaryote
uniq1420,non-Eukaryote,non-Eukaryote
uniq1421,non-Eukaryote,non-Eukaryote
uniq1425,non-Eukaryote,non-Eukaryote
uniq1433,non-Eukaryote,non-Eukaryote
uniq2282,non-Eukaryote,non-Eukaryote
uniq1438,non-Eukaryote,non-Eukaryote
uniq1445,non-Eukaryote,non-Eukaryote
uniq2141,non-Eukaryote,non-Eukaryote
uniq1455,non-Eukaryote,non-Eukaryote
uniq2757,non-Eukaryote,non-Eukaryote
uniq1460,non-Eukaryote,non-Eukaryote
uniq1470,non-Eukaryote,non-Eukaryote
uniq2515,non-Eukaryote,non-Eukaryote
uniq1468,non-Eukaryote,non-Eukaryote
uniq1494,non-Eukaryote,non-Eukaryote
uniq2119,non-Eukaryote,non-Eukaryote
uniq1510,non-Eukaryote,non-Eukaryote
uniq2177,non-Eukaryote,non-Eukaryote
uniq1518,non-Eukaryote,non-Eukaryote
uniq1523,non-Eukaryote,non-Eukaryote
uniq4569,non-Eukaryote,non-Eukaryote
uniq3110,non-Eukaryote,non-Eukaryote
uniq1554,non-Eukaryote,non-Eukaryote
uniq1556,non-Eukaryote,non-Eukaryote
uniq2969,non-Eukaryote,non-Eukaryote
uniq1565,non-Eukaryote,non-Eukaryote
uniq1969,non-Eukaryote,non-Eukaryote
uniq1606,non-Eukaryote,non-Eukaryote
uniq1611,non-Eukaryote,non-Eukaryote
uniq2598,non-Eukaryote,non-Eukaryote
uniq1645,non-Eukaryote,non-Eukaryote
uniq1661,non-Eukaryote,non-Eukaryote
uniq3139,non-Eukaryote,non-Eukaryote
uniq1675,non-Eukaryote,non-Eukaryote
uniq1731,non-Eukaryote,non-Eukaryote
uniq1748,non-Eukaryote,non-Eukaryote
uniq1754,non-Eukaryote,non-Eukaryote
uniq1757,non-Eukaryote,non-Eukaryote
uniq1760,non-Eukaryote,non-Eukaryote
uniq1759,non-Eukaryote,non-Eukaryote
uniq1783,non-Eukaryote,non-Eukaryote
uniq4850,non-Eukaryote,non-Eukaryote
uniq1797,non-Eukaryote,non-Eukaryote
uniq1801,non-Eukaryote,non-Eukaryote
uniq1803,non-Eukaryote,non-Eukaryote
uniq1804,non-Eukaryote,non-Eukaryote
uniq1814,non-Eukaryote,non-Eukaryote
uniq2687,non-Eukaryote,non-Eukaryote
uniq1832,non-Eukaryote,non-Eukaryote
uniq2194,non-Eukaryote,non-Eukaryote
uniq2955,non-Eukaryote,non-Eukaryote
uniq3737,non-Eukaryote,non-Eukaryote
uniq1855,non-Eukaryote,non-Eukaryote
uniq1861,non-Eukaryote,non-Eukaryote
uniq1858,non-Eukaryote,non-Eukaryote
uniq2362,non-Eukaryote,non-Eukaryote
uniq1875,non-Eukaryote,non-Eukaryote
uniq1891,non-Eukaryote,non-Eukaryote
uniq1897,non-Eukaryote,non-Eukaryote
uniq1910,non-Eukaryote,non-Eukaryote
uniq1911,non-Eukaryote,non-Eukaryote
uniq1927,non-Eukaryote,non-Eukaryote
uniq1931,non-Eukaryote,non-Eukaryote
uniq2308,non-Eukaryote,non-Eukaryote
uniq2378,non-Eukaryote,non-Eukaryote
uniq1957,non-Eukaryote,non-Eukaryote
uniq1962,non-Eukaryote,non-Eukaryote
uniq3520,non-Eukaryote,non-Eukaryote
uniq1974,non-Eukaryote,non-Eukaryote
uniq1981,non-Eukaryote,non-Eukaryote
uniq1982,non-Eukaryote,non-Eukaryote
uniq1988,non-Eukaryote,non-Eukaryote
uniq1992,non-Eukaryote,non-Eukaryote
uniq1999,non-Eukaryote,non-Eukaryote
uniq1996,non-Eukaryote,non-Eukaryote
uniq2041,non-Eukaryote,non-Eukaryote
uniq2745,non-Eukaryote,non-Eukaryote
uniq2050,non-Eukaryote,non-Eukaryote
uniq2063,non-Eukaryote,non-Eukaryote
uniq2100,non-Eukaryote,non-Eukaryote
uniq2101,non-Eukaryote,non-Eukaryote
uniq2383,non-Eukaryote,non-Eukaryote
uniq2130,non-Eukaryote,non-Eukaryote
uniq2139,non-Eukaryote,non-Eukaryote
uniq2145,non-Eukaryote,non-Eukaryote
uniq2535,non-Eukaryote,non-Eukaryote
uniq2159,non-Eukaryote,non-Eukaryote
uniq2982,non-Eukaryote,non-Eukaryote
uniq3163,non-Eukaryote,non-Eukaryote
uniq2184,non-Eukaryote,non-Eukaryote
uniq2188,non-Eukaryote,non-Eukaryote
uniq2197,non-Eukaryote,non-Eukaryote
uniq2201,non-Eukaryote,non-Eukaryote
uniq2210,non-Eukaryote,non-Eukaryote
uniq2221,non-Eukaryote,non-Eukaryote
uniq2226,non-Eukaryote,non-Eukaryote
uniq6412,non-Eukaryote,non-Eukaryote
uniq2236,non-Eukaryote,non-Eukaryote
uniq2247,non-Eukaryote,non-Eukaryote
uniq2251,non-Eukaryote,non-Eukaryote
uniq2269,non-Eukaryote,non-Eukaryote
uniq4974,non-Eukaryote,non-Eukaryote
uniq2286,non-Eukaryote,non-Eukaryote
uniq2287,non-Eukaryote,non-Eukaryote
uniq2306,non-Eukaryote,non-Eukaryote
uniq2316,non-Eukaryote,non-Eukaryote
uniq2330,non-Eukaryote,non-Eukaryote
uniq2345,non-Eukaryote,non-Eukaryote
uniq5391,non-Eukaryote,non-Eukaryote
uniq2350,non-Eukaryote,non-Eukaryote
uniq2372,non-Eukaryote,non-Eukaryote
uniq4749,non-Eukaryote,non-Eukaryote
uniq2373,non-Eukaryote,non-Eukaryote
uniq2381,non-Eukaryote,non-Eukaryote
uniq2384,non-Eukaryote,non-Eukaryote
uniq2385,non-Eukaryote,non-Eukaryote
uniq2388,non-Eukaryote,non-Eukaryote
uniq2395,non-Eukaryote,non-Eukaryote
uniq2401,non-Eukaryote,non-Eukaryote
uniq2403,non-Eukaryote,non-Eukaryote
uniq2404,non-Eukaryote,non-Eukaryote
uniq2406,non-Eukaryote,non-Eukaryote
uniq2411,non-Eukaryote,non-Eukaryote
uniq2420,non-Eukaryote,non-Eukaryote
uniq2425,non-Eukaryote,non-Eukaryote
uniq2442,non-Eukaryote,non-Eukaryote
uniq2444,non-Eukaryote,non-Eukaryote
uniq2450,non-Eukaryote,non-Eukaryote
uniq2456,non-Eukaryote,non-Eukaryote
uniq2468,non-Eukaryote,non-Eukaryote
uniq3099,non-Eukaryote,non-Eukaryote
uniq2479,non-Eukaryote,non-Eukaryote
uniq2486,non-Eukaryote,non-Eukaryote
uniq2496,non-Eukaryote,non-Eukaryote
uniq2498,non-Eukaryote,non-Eukaryote
uniq2546,non-Eukaryote,non-Eukaryote
uniq2563,non-Eukaryote,non-Eukaryote
uniq2568,non-Eukaryote,non-Eukaryote
uniq2579,non-Eukaryote,non-Eukaryote
uniq2584,non-Eukaryote,non-Eukaryote
uniq2622,non-Eukaryote,non-Eukaryote
uniq2611,non-Eukaryote,non-Eukaryote
uniq2620,non-Eukaryote,non-Eukaryote
uniq2618,non-Eukaryote,non-Eukaryote
uniq2971,non-Eukaryote,non-Eukaryote
uniq3501,non-Eukaryote,non-Eukaryote
uniq2659,non-Eukaryote,non-Eukaryote
uniq3874,non-Eukaryote,non-Eukaryote
uniq2668,non-Eukaryote,non-Eukaryote
uniq3410,non-Eukaryote,non-Eukaryote
uniq2698,non-Eukaryote,non-Eukaryote
uniq2701,non-Eukaryote,non-Eukaryote
uniq2711,non-Eukaryote,non-Eukaryote
uniq3401,non-Eukaryote,non-Eukaryote
uniq4817,non-Eukaryote,non-Eukaryote
uniq2729,non-Eukaryote,non-Eukaryote
uniq2769,non-Eukaryote,non-Eukaryote
uniq2775,non-Eukaryote,non-Eukaryote
uniq2777,non-Eukaryote,non-Eukaryote
uniq2783,non-Eukaryote,non-Eukaryote
uniq2802,non-Eukaryote,non-Eukaryote
uniq2803,non-Eukaryote,non-Eukaryote
uniq6276,non-Eukaryote,non-Eukaryote
uniq2811,non-Eukaryote,non-Eukaryote
uniq2836,non-Eukaryote,non-Eukaryote
uniq2846,non-Eukaryote,non-Eukaryote
uniq2845,non-Eukaryote,non-Eukaryote
uniq2848,non-Eukaryote,non-Eukaryote
uniq2871,non-Eukaryote,non-Eukaryote
uniq2872,non-Eukaryote,non-Eukaryote
uniq3277,non-Eukaryote,non-Eukaryote
uniq5851,non-Eukaryote,non-Eukaryote
uniq2908,non-Eukaryote,non-Eukaryote
uniq2906,non-Eukaryote,non-Eukaryote
uniq3556,non-Eukaryote,non-Eukaryote
uniq2928,non-Eukaryote,non-Eukaryote
uniq2942,non-Eukaryote,non-Eukaryote
uniq2940,non-Eukaryote,non-Eukaryote
uniq2953,non-Eukaryote,non-Eukaryote
uniq3604,non-Eukaryote,non-Eukaryote
uniq3432,non-Eukaryote,non-Eukaryote
uniq2961,non-Eukaryote,non-Eukaryote
uniq2988,non-Eukaryote,non-Eukaryote
uniq2991,non-Eukaryote,non-Eukaryote
uniq2992,non-Eukaryote,non-Eukaryote
uniq5390,non-Eukaryote,non-Eukaryote
uniq3003,non-Eukaryote,non-Eukaryote
uniq3004,non-Eukaryote,non-Eukaryote
uniq3016,non-Eukaryote,non-Eukaryote
uniq3382,non-Eukaryote,non-Eukaryote
uniq3030,non-Eukaryote,non-Eukaryote
uniq6792,non-Eukaryote,non-Eukaryote
uniq3051,non-Eukaryote,non-Eukaryote
uniq3043,non-Eukaryote,non-Eukaryote
uniq3033,non-Eukaryote,non-Eukaryote
uniq3052,non-Eukaryote,non-Eukaryote
uniq3056,non-Eukaryote,non-Eukaryote
uniq3785,non-Eukaryote,non-Eukaryote
uniq3057,non-Eukaryote,non-Eukaryote
uniq4166,non-Eukaryote,non-Eukaryote
uniq3066,non-Eukaryote,non-Eukaryote
uniq3069,non-Eukaryote,non-Eukaryote
uniq3074,non-Eukaryote,non-Eukaryote
uniq3098,non-Eukaryote,non-Eukaryote
uniq3079,non-Eukaryote,non-Eukaryote
uniq3101,non-Eukaryote,non-Eukaryote
uniq3104,non-Eukaryote,non-Eukaryote
uniq3116,non-Eukaryote,non-Eukaryote
uniq3123,non-Eukaryote,non-Eukaryote
uniq3124,non-Eukaryote,non-Eukaryote
uniq3930,non-Eukaryote,non-Eukaryote
uniq3140,non-Eukaryote,non-Eukaryote
uniq3151,non-Eukaryote,non-Eukaryote
uniq3162,non-Eukaryote,non-Eukaryote
uniq3859,non-Eukaryote,non-Eukaryote
uniq3176,non-Eukaryote,non-Eukaryote
uniq3709,non-Eukaryote,non-Eukaryote
uniq5989,non-Eukaryote,non-Eukaryote
uniq3194,non-Eukaryote,non-Eukaryote
uniq3190,non-Eukaryote,non-Eukaryote
uniq3212,non-Eukaryote,non-Eukaryote
uniq3217,non-Eukaryote,non-Eukaryote
uniq3224,non-Eukaryote,non-Eukaryote
uniq3225,non-Eukaryote,non-Eukaryote
uniq3227,non-Eukaryote,non-Eukaryote
uniq5825,non-Eukaryote,non-Eukaryote
uniq3246,non-Eukaryote,non-Eukaryote
uniq3251,non-Eukaryote,non-Eukaryote
uniq3256,non-Eukaryote,non-Eukaryote
uniq3260,non-Eukaryote,non-Eukaryote
uniq3270,non-Eukaryote,non-Eukaryote
uniq3279,non-Eukaryote,non-Eukaryote
uniq5987,non-Eukaryote,non-Eukaryote
uniq3292,non-Eukaryote,non-Eukaryote
uniq3296,non-Eukaryote,non-Eukaryote
uniq3307,non-Eukaryote,non-Eukaryote
uniq3312,non-Eukaryote,non-Eukaryote
uniq3300,non-Eukaryote,non-Eukaryote
uniq3309,non-Eukaryote,non-Eukaryote
uniq3315,non-Eukaryote,non-Eukaryote
uniq4595,non-Eukaryote,non-Eukaryote
uniq4400,non-Eukaryote,non-Eukaryote
uniq5309,non-Eukaryote,non-Eukaryote
uniq4908,non-Eukaryote,non-Eukaryote
uniq3340,non-Eukaryote,non-Eukaryote
uniq3346,non-Eukaryote,non-Eukaryote
uniq3347,non-Eukaryote,non-Eukaryote
uniq3353,non-Eukaryote,non-Eukaryote
uniq3354,non-Eukaryote,non-Eukaryote
uniq3360,non-Eukaryote,non-Eukaryote
uniq3399,non-Eukaryote,non-Eukaryote
uniq3402,non-Eukaryote,non-Eukaryote
uniq3405,non-Eukaryote,non-Eukaryote
uniq3436,non-Eukaryote,non-Eukaryote
uniq3463,non-Eukaryote,non-Eukaryote
uniq3466,non-Eukaryote,non-Eukaryote
uniq4313,non-Eukaryote,non-Eukaryote
uniq3467,non-Eukaryote,non-Eukaryote
uniq5115,non-Eukaryote,non-Eukaryote
uniq3476,non-Eukaryote,non-Eukaryote
uniq3477,non-Eukaryote,non-Eukaryote
uniq3490,non-Eukaryote,non-Eukaryote
uniq3496,non-Eukaryote,non-Eukaryote
uniq3981,non-Eukaryote,non-Eukaryote
uniq3522,non-Eukaryote,non-Eukaryote
uniq3532,non-Eukaryote,non-Eukaryote
uniq3527,non-Eukaryote,non-Eukaryote
uniq3540,non-Eukaryote,non-Eukaryote
uniq3561,non-Eukaryote,non-Eukaryote
uniq3570,non-Eukaryote,non-Eukaryote
uniq3572,non-Eukaryote,non-Eukaryote
uniq3583,non-Eukaryote,non-Eukaryote
uniq3591,non-Eukaryote,non-Eukaryote
uniq3603,non-Eukaryote,non-Eukaryote
uniq3600,non-Eukaryote,non-Eukaryote
uniq5690,non-Eukaryote,non-Eukaryote
